ordinal,case_id,category,conversation_id,turn_index,question,gold_fact_id,gold_topic,expected_answer_slots,forbidden_slots,gold_evidence_hints,canonical_answer,critical,notes
403,G5K_0403,memory_multiturn,G5K_MEM_VIET_BAC_BIEN_GIOI_08,1,Từ Việt Bắc 1947 đến Biên giới 1950 nên nhớ thứ tự nào?,VIET_BAC_1947_TO_BIEN_GIOI_1950_TIMELINE,Từ Việt Bắc 1947 đến Biên giới 1950,"[""Việt Bắc 1947"", ""Biên giới 1950"", ""thế chủ động""]","[""đảo thứ tự 1950 trước 1947""]","[""Việt Bắc Thu Đông 1947"", ""Biên giới Thu Đông 1950"", ""thế chủ động""]","Thứ tự đúng là Việt Bắc Thu Đông 1947 diễn ra trước, giúp bảo vệ căn cứ và đánh bại chiến lược đánh nhanh thắng nhanh; sau đó Chiến dịch Biên giới Thu Đông 1950 khai thông biên giới, mở rộng căn cứ và đưa kháng chiến sang thế chủ động hơn.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
404,G5K_0404,memory_multiturn,G5K_MEM_VIET_BAC_BIEN_GIOI_08,2,Mốc sau trong tuyến đó cho thấy chuyển biến gì?,VIET_BAC_1947_TO_BIEN_GIOI_1950_TIMELINE,Từ Việt Bắc 1947 đến Biên giới 1950,"[""Việt Bắc 1947"", ""Biên giới 1950"", ""thế chủ động""]","[""đảo thứ tự 1950 trước 1947""]","[""Việt Bắc Thu Đông 1947"", ""Biên giới Thu Đông 1950"", ""thế chủ động""]","Thứ tự đúng là Việt Bắc Thu Đông 1947 diễn ra trước, giúp bảo vệ căn cứ và đánh bại chiến lược đánh nhanh thắng nhanh; sau đó Chiến dịch Biên giới Thu Đông 1950 khai thông biên giới, mở rộng căn cứ và đưa kháng chiến sang thế chủ động hơn.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
405,G5K_0405,memory_multiturn,G5K_MEM_VIET_BAC_BIEN_GIOI_08,3,Nó thuộc cuộc kháng chiến nào?,VIET_BAC_1947_TO_BIEN_GIOI_1950_TIMELINE,Từ Việt Bắc 1947 đến Biên giới 1950,"[""Việt Bắc 1947"", ""Biên giới 1950"", ""thế chủ động""]","[""đảo thứ tự 1950 trước 1947""]","[""Việt Bắc Thu Đông 1947"", ""Biên giới Thu Đông 1950"", ""thế chủ động""]","Thứ tự đúng là Việt Bắc Thu Đông 1947 diễn ra trước, giúp bảo vệ căn cứ và đánh bại chiến lược đánh nhanh thắng nhanh; sau đó Chiến dịch Biên giới Thu Đông 1950 khai thông biên giới, mở rộng căn cứ và đưa kháng chiến sang thế chủ động hơn.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
406,G5K_0406,memory_multiturn,G5K_MEM_CMT8_09,1,Cách mạng Tháng Tám 1945 tạo ra kết quả chính trị lớn nào?,CMT8_1945_POLITICAL_RESULT,Cách mạng Tháng Tám 1945,"[""giành chính quyền"", ""Việt Nam Dân chủ Cộng hòa"", ""2/9/1945""]","[""Tuyên ngôn Độc lập là toàn bộ Cách mạng Tháng Tám""]","[""cach mang thang tam""]","Kết quả chính trị lớn của Cách mạng Tháng Tám 1945 là nhân dân giành chính quyền trên cả nước, mở đường cho độc lập dân tộc và dẫn tới sự ra đời của nước Việt Nam Dân chủ Cộng hòa ngày 2/9/1945.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
407,G5K_0407,memory_multiturn,G5K_MEM_CMT8_09,2,Kết quả đó dẫn tới nhà nước nào?,CMT8_1945_POLITICAL_RESULT,Cách mạng Tháng Tám 1945,"[""giành chính quyền"", ""Việt Nam Dân chủ Cộng hòa"", ""2/9/1945""]","[""Tuyên ngôn Độc lập là toàn bộ Cách mạng Tháng Tám""]","[""cach mang thang tam""]","Kết quả chính trị lớn của Cách mạng Tháng Tám 1945 là nhân dân giành chính quyền trên cả nước, mở đường cho độc lập dân tộc và dẫn tới sự ra đời của nước Việt Nam Dân chủ Cộng hòa ngày 2/9/1945.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
408,G5K_0408,memory_multiturn,G5K_MEM_CMT8_09,3,Mốc 2/9/1945 liên quan thế nào đến sự kiện này?,CMT8_1945_POLITICAL_RESULT,Cách mạng Tháng Tám 1945,"[""giành chính quyền"", ""Việt Nam Dân chủ Cộng hòa"", ""2/9/1945""]","[""Tuyên ngôn Độc lập là toàn bộ Cách mạng Tháng Tám""]","[""cach mang thang tam""]","Kết quả chính trị lớn của Cách mạng Tháng Tám 1945 là nhân dân giành chính quyền trên cả nước, mở đường cho độc lập dân tộc và dẫn tới sự ra đời của nước Việt Nam Dân chủ Cộng hòa ngày 2/9/1945.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
409,G5K_0409,memory_multiturn,G5K_MEM_VIET_MINH_10,1,Việt Minh năm 1941 có vai trò gì?,VIET_MINH_1941_ROLE,Việt Minh 1941,"[""1941"", ""tập hợp lực lượng"", ""lãnh đạo quần chúng"", ""Cách mạng Tháng Tám"", ""19/5/1941"", ""Mặt trận Việt Minh"", ""Hội nghị Trung ương 8""]","[""Mặt trận Dân tộc Giải phóng miền Nam 1960""]","[""viet minh"", ""19/5/1941"", ""Mặt trận Việt Minh""]","Việt Minh ra đời trong tháng 5/1941; nguồn dữ liệu ghi mốc 19/5/1941 là ngày thành lập Mặt trận Việt Minh, gắn với Hội nghị Trung ương 8 do Nguyễn Ái Quốc chủ trì. Tổ chức này tập hợp lực lượng yêu nước, tổ chức và lãnh đạo quần chúng đấu tranh giành chính quyền, góp phần trực tiếp vào thắng lợi của Cách mạng Tháng Tám 1945.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
410,G5K_0410,memory_multiturn,G5K_MEM_VIET_MINH_10,2,Tổ chức đó gắn với hội nghị nào?,VIET_MINH_1941_ROLE,Việt Minh 1941,"[""1941"", ""tập hợp lực lượng"", ""lãnh đạo quần chúng"", ""Cách mạng Tháng Tám"", ""19/5/1941"", ""Mặt trận Việt Minh"", ""Hội nghị Trung ương 8""]","[""Mặt trận Dân tộc Giải phóng miền Nam 1960""]","[""viet minh"", ""19/5/1941"", ""Mặt trận Việt Minh""]","Việt Minh ra đời trong tháng 5/1941; nguồn dữ liệu ghi mốc 19/5/1941 là ngày thành lập Mặt trận Việt Minh, gắn với Hội nghị Trung ương 8 do Nguyễn Ái Quốc chủ trì. Tổ chức này tập hợp lực lượng yêu nước, tổ chức và lãnh đạo quần chúng đấu tranh giành chính quyền, góp phần trực tiếp vào thắng lợi của Cách mạng Tháng Tám 1945.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
411,G5K_0411,memory_multiturn,G5K_MEM_VIET_MINH_10,3,Nó có phải Mặt trận Dân tộc Giải phóng miền Nam năm 1960 không?,VIET_MINH_1941_ROLE,Việt Minh 1941,"[""1941"", ""tập hợp lực lượng"", ""lãnh đạo quần chúng"", ""Cách mạng Tháng Tám"", ""19/5/1941"", ""Mặt trận Việt Minh"", ""Hội nghị Trung ương 8""]","[""Mặt trận Dân tộc Giải phóng miền Nam 1960""]","[""viet minh"", ""19/5/1941"", ""Mặt trận Việt Minh""]","Việt Minh ra đời trong tháng 5/1941; nguồn dữ liệu ghi mốc 19/5/1941 là ngày thành lập Mặt trận Việt Minh, gắn với Hội nghị Trung ương 8 do Nguyễn Ái Quốc chủ trì. Tổ chức này tập hợp lực lượng yêu nước, tổ chức và lãnh đạo quần chúng đấu tranh giành chính quyền, góp phần trực tiếp vào thắng lợi của Cách mạng Tháng Tám 1945.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
412,G5K_0412,memory_multiturn,G5K_MEM_NAM_BO_11,1,Nam Bộ kháng chiến khác Toàn quốc kháng chiến ra sao?,NAM_BO_VS_TOAN_QUOC_KHANG_CHIEN,Nam Bộ kháng chiến và Toàn quốc kháng chiến,"[""23/9/1945"", ""19/12/1946"", ""khác nhau""]","[""gộp Nam Bộ 1945 với Toàn quốc 1946""]","[""23/9/1945"", ""19/12/1946"", ""Nam Bộ kháng chiến"", ""Toàn quốc kháng chiến""]","Nam Bộ kháng chiến bắt đầu ngày 23/9/1945 ở Sài Gòn - Nam Bộ khi Pháp trở lại xâm lược; Toàn quốc kháng chiến bùng nổ ngày 19/12/1946, mở đầu cuộc kháng chiến toàn quốc chống Pháp. Hai mốc khác nhau về phạm vi và thời điểm.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
413,G5K_0413,memory_multiturn,G5K_MEM_NAM_BO_11,2,Mốc sớm hơn là ngày nào?,NAM_BO_VS_TOAN_QUOC_KHANG_CHIEN,Nam Bộ kháng chiến và Toàn quốc kháng chiến,"[""23/9/1945"", ""19/12/1946"", ""khác nhau""]","[""gộp Nam Bộ 1945 với Toàn quốc 1946""]","[""23/9/1945"", ""19/12/1946"", ""Nam Bộ kháng chiến"", ""Toàn quốc kháng chiến""]","Nam Bộ kháng chiến bắt đầu ngày 23/9/1945 ở Sài Gòn - Nam Bộ khi Pháp trở lại xâm lược; Toàn quốc kháng chiến bùng nổ ngày 19/12/1946, mở đầu cuộc kháng chiến toàn quốc chống Pháp. Hai mốc khác nhau về phạm vi và thời điểm.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
414,G5K_0414,memory_multiturn,G5K_MEM_NAM_BO_11,3,Mốc sau mở đầu kháng chiến trên phạm vi nào?,NAM_BO_VS_TOAN_QUOC_KHANG_CHIEN,Nam Bộ kháng chiến và Toàn quốc kháng chiến,"[""23/9/1945"", ""19/12/1946"", ""khác nhau""]","[""gộp Nam Bộ 1945 với Toàn quốc 1946""]","[""23/9/1945"", ""19/12/1946"", ""Nam Bộ kháng chiến"", ""Toàn quốc kháng chiến""]","Nam Bộ kháng chiến bắt đầu ngày 23/9/1945 ở Sài Gòn - Nam Bộ khi Pháp trở lại xâm lược; Toàn quốc kháng chiến bùng nổ ngày 19/12/1946, mở đầu cuộc kháng chiến toàn quốc chống Pháp. Hai mốc khác nhau về phạm vi và thời điểm.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
415,G5K_0415,memory_multiturn,G5K_MEM_TAY_NGUYEN_12,1,Chiến dịch Tây Nguyên và Chiến dịch Hồ Chí Minh khác nhau ở đâu?,TAY_NGUYEN_VS_HCM_CAMPAIGN,Chiến dịch Tây Nguyên và Chiến dịch Hồ Chí Minh,"[""Tây Nguyên mở đầu"", ""Chiến dịch Hồ Chí Minh"", ""30/4/1975""]","[""coi Chiến dịch Hồ Chí Minh là mở đầu""]","[""Tây Nguyên"", ""Chiến dịch Hồ Chí Minh"", ""30/4/1975""]","Chiến dịch Tây Nguyên 1975 mở đầu đột phá chiến lược của Tổng tiến công mùa Xuân 1975, nổi bật với Buôn Ma Thuột; Chiến dịch Hồ Chí Minh là chiến dịch cuối cùng ở Sài Gòn, kết thúc bằng thắng lợi ngày 30/4/1975. Hai chiến dịch khác nhau về vị trí trong chuỗi tiến công.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
416,G5K_0416,memory_multiturn,G5K_MEM_TAY_NGUYEN_12,2,Chiến dịch nào mở đầu đột phá chiến lược?,TAY_NGUYEN_VS_HCM_CAMPAIGN,Chiến dịch Tây Nguyên và Chiến dịch Hồ Chí Minh,"[""Tây Nguyên mở đầu"", ""Chiến dịch Hồ Chí Minh"", ""30/4/1975""]","[""coi Chiến dịch Hồ Chí Minh là mở đầu""]","[""Tây Nguyên"", ""Chiến dịch Hồ Chí Minh"", ""30/4/1975""]","Chiến dịch Tây Nguyên 1975 mở đầu đột phá chiến lược của Tổng tiến công mùa Xuân 1975, nổi bật với Buôn Ma Thuột; Chiến dịch Hồ Chí Minh là chiến dịch cuối cùng ở Sài Gòn, kết thúc bằng thắng lợi ngày 30/4/1975. Hai chiến dịch khác nhau về vị trí trong chuỗi tiến công.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
417,G5K_0417,memory_multiturn,G5K_MEM_TAY_NGUYEN_12,3,Chiến dịch cuối cùng kết thúc bằng mốc nào?,TAY_NGUYEN_VS_HCM_CAMPAIGN,Chiến dịch Tây Nguyên và Chiến dịch Hồ Chí Minh,"[""Tây Nguyên mở đầu"", ""Chiến dịch Hồ Chí Minh"", ""30/4/1975""]","[""coi Chiến dịch Hồ Chí Minh là mở đầu""]","[""Tây Nguyên"", ""Chiến dịch Hồ Chí Minh"", ""30/4/1975""]","Chiến dịch Tây Nguyên 1975 mở đầu đột phá chiến lược của Tổng tiến công mùa Xuân 1975, nổi bật với Buôn Ma Thuột; Chiến dịch Hồ Chí Minh là chiến dịch cuối cùng ở Sài Gòn, kết thúc bằng thắng lợi ngày 30/4/1975. Hai chiến dịch khác nhau về vị trí trong chuỗi tiến công.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
418,G5K_0418,memory_multiturn,G5K_MEM_HUE_13,1,Huế được giải phóng vào mốc nào năm 1975?,HUE_1975_LIBERATION_DATE,Huế được giải phóng ngày 26/3/1975,"[""26/3/1975"", ""Huế"", ""giải phóng""]","[""Đà Nẵng 29/3/1975"", ""thiếu mốc 26/3/1975 khi sửa nhầm Huế sau 30/4""]","[""26/3/1975"", ""Huế được giải phóng""]",Ngày 26/3/1975 gắn với mốc Huế được giải phóng trong diễn biến nhanh của Tổng tiến công mùa Xuân 1975.,True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
419,G5K_0419,memory_multiturn,G5K_MEM_HUE_13,2,Mốc đó nằm trong diễn biến chung nào?,HUE_1975_LIBERATION_DATE,Huế được giải phóng ngày 26/3/1975,"[""26/3/1975"", ""Huế"", ""giải phóng""]","[""Đà Nẵng 29/3/1975"", ""thiếu mốc 26/3/1975 khi sửa nhầm Huế sau 30/4""]","[""26/3/1975"", ""Huế được giải phóng""]",Ngày 26/3/1975 gắn với mốc Huế được giải phóng trong diễn biến nhanh của Tổng tiến công mùa Xuân 1975.,True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
420,G5K_0420,memory_multiturn,G5K_MEM_BIEN_GIOI_DBP_14,1,So sánh Biên giới 1950 với Điện Biên Phủ 1954.,BIEN_GIOI_1950_VS_DBP_1954,So sánh Biên giới 1950 và Điện Biên Phủ 1954,"[""Biên giới Thu Đông 1950"", ""khai thông biên giới"", ""Điện Biên Phủ 1954"", ""7/5/1954"", ""kháng chiến chống Pháp""]",[],"[""So sánh Chiến dịch Biên giới 1950 và Chiến dịch Điện Biên Phủ 1954""]","Chiến dịch Biên giới Thu Đông 1950 thuộc kháng chiến chống Pháp, chủ yếu khai thông biên giới, mở rộng căn cứ và đưa kháng chiến sang thế chủ động hơn; Điện Biên Phủ 1954 cũng thuộc kháng chiến chống Pháp nhưng là chiến thắng quyết định, kết thúc thắng lợi ngày 7/5/1954 và tác động trực tiếp tới Hiệp định Genève. Hai sự kiện khác quy mô, mốc thời gian và ý nghĩa chiến lược.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
421,G5K_0421,memory_multiturn,G5K_MEM_BIEN_GIOI_DBP_14,2,Mốc nào là thắng lợi quyết định năm 1954?,BIEN_GIOI_1950_VS_DBP_1954,So sánh Biên giới 1950 và Điện Biên Phủ 1954,"[""Biên giới Thu Đông 1950"", ""khai thông biên giới"", ""Điện Biên Phủ 1954"", ""7/5/1954"", ""kháng chiến chống Pháp""]",[],"[""So sánh Chiến dịch Biên giới 1950 và Chiến dịch Điện Biên Phủ 1954""]","Chiến dịch Biên giới Thu Đông 1950 thuộc kháng chiến chống Pháp, chủ yếu khai thông biên giới, mở rộng căn cứ và đưa kháng chiến sang thế chủ động hơn; Điện Biên Phủ 1954 cũng thuộc kháng chiến chống Pháp nhưng là chiến thắng quyết định, kết thúc thắng lợi ngày 7/5/1954 và tác động trực tiếp tới Hiệp định Genève. Hai sự kiện khác quy mô, mốc thời gian và ý nghĩa chiến lược.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
422,G5K_0422,memory_multiturn,G5K_MEM_BIEN_GIOI_DBP_14,3,Mốc nào khai thông biên giới?,BIEN_GIOI_1950_VS_DBP_1954,So sánh Biên giới 1950 và Điện Biên Phủ 1954,"[""Biên giới Thu Đông 1950"", ""khai thông biên giới"", ""Điện Biên Phủ 1954"", ""7/5/1954"", ""kháng chiến chống Pháp""]",[],"[""So sánh Chiến dịch Biên giới 1950 và Chiến dịch Điện Biên Phủ 1954""]","Chiến dịch Biên giới Thu Đông 1950 thuộc kháng chiến chống Pháp, chủ yếu khai thông biên giới, mở rộng căn cứ và đưa kháng chiến sang thế chủ động hơn; Điện Biên Phủ 1954 cũng thuộc kháng chiến chống Pháp nhưng là chiến thắng quyết định, kết thúc thắng lợi ngày 7/5/1954 và tác động trực tiếp tới Hiệp định Genève. Hai sự kiện khác quy mô, mốc thời gian và ý nghĩa chiến lược.",True,"Human scorer must grade the real LLM answer using rubric; slot fields are reference aids, not final auto score."
